doc_id,title,text_len,word_count,line_count,has_pipe,has_tab,has_brackets,num_count,year_count,unique_years,has_currency,pct_count,is_relevant
d82441b60,,769,110,4,False,False,False,2,1,1,False,0,True
d87b35a48,,3091,583,24,True,False,False,87,9,1,True,10,False
d8df9897c,,3140,555,30,True,False,False,108,7,1,True,6,False
d89151b74,,1338,205,7,False,False,False,13,3,1,True,0,False
d8adb2cd2,,704,145,12,True,False,False,66,4,1,True,0,False
d88df2b22,,2319,422,29,True,False,False,73,6,1,True,25,False
d8c75e258,,3655,620,32,True,False,False,117,27,1,True,16,False
d8beec3e0,,3163,502,22,True,False,False,19,1,1,True,5,False
d8b8276ae,,4246,645,36,True,False,False,57,2,1,True,0,False
d8e65ddfc,,1409,212,10,False,False,False,10,2,1,False,0,False
d87fed9be,,4213,674,21,False,False,False,71,27,2,True,0,False
d8e5fd8f8,,5140,860,38,True,False,False,103,37,1,True,6,False
d8abd3060,,6250,1017,43,True,False,False,122,20,1,True,3,False
d87876a6e,,1141,179,5,False,False,False,25,12,1,True,0,False
d87d9aafe,,6814,1154,50,True,False,False,172,21,1,True,0,False
d8ee05b40,,8965,1527,79,True,False,True,204,38,1,True,14,False
d8e0b4d24,,5347,818,32,True,False,False,66,19,1,True,8,False
d869d06a4,,2027,303,12,False,False,False,12,4,1,True,0,False
d8ccee808,,8371,1538,84,True,False,False,183,64,1,True,0,False
d879a9e36,,651,131,9,True,False,False,24,4,1,True,0,False
d8ea69f72,,6137,990,51,True,False,False,93,37,2,True,0,False
d8a0bce42,,4067,616,25,True,False,False,38,7,1,True,7,False
d8c3f3abe,,2148,314,12,False,False,False,3,0,0,False,0,False
d87eff462,,4515,702,27,True,False,False,72,12,1,True,1,False
d8e37405a,,4457,683,36,True,False,False,85,13,2,True,4,False
d8a3e183e,,916,142,9,False,False,False,4,3,1,True,0,False
d89b1abec,,332,66,5,True,False,False,8,4,1,False,4,False
d8b35f9c8,,5115,794,35,True,False,False,78,24,1,True,1,False
d8c5b61bc,,2347,386,21,True,False,False,68,9,1,True,0,False
d87f2965e,,13292,2325,135,True,False,False,369,31,1,True,7,False
d8f8897e2,,2648,405,20,True,False,False,48,7,1,True,14,False
d8a8783d4,,4262,818,63,True,False,False,244,1,1,True,12,False
d8c0c05ae,,4856,731,39,True,False,False,69,13,1,True,5,False
d8ebde632,,3163,464,13,False,False,False,13,6,1,True,0,False
d82d2c6a8,,1200,210,10,True,False,False,37,11,1,True,8,True
d8c3f3b86,,3354,532,21,True,False,False,46,11,1,True,9,False
d8f529a70,,763,130,5,False,False,False,4,3,1,False,0,False
d8e0599ba,,3337,529,24,True,False,False,87,17,1,True,0,False
d8ab1117c,,770,106,7,False,False,False,2,0,0,False,0,False
d8b316e76,,543,125,9,True,False,False,23,2,1,True,10,False
d8945848a,,9299,1544,64,True,False,False,142,37,1,True,24,False
d8ce707bc,,3132,476,26,True,False,False,125,10,1,True,0,False
d8ef60922,,3043,524,33,True,False,False,59,16,1,True,0,False
d8b736934,,6644,1090,38,True,False,False,88,29,1,True,2,False
d8ba001ce,,3526,559,29,True,False,False,83,35,1,True,5,False
d87851e1c,,1311,225,17,True,False,False,23,6,1,True,0,False
d8c1b41c2,,2116,335,13,False,False,False,27,8,1,True,0,False
d81a04f30,,3391,502,24,True,False,False,48,12,1,True,7,True
d88908f30,,3571,576,30,True,False,False,83,17,1,True,3,False
d8ba12cac,,2510,390,19,True,True,False,56,12,1,True,0,False
d8e34404e,,2463,373,21,True,False,False,29,4,1,True,0,False
d87c97d64,,6193,1001,38,True,False,False,58,3,1,True,0,False
d819229aa,,225,31,2,False,False,False,0,0,0,False,0,True
d87264946,,686,99,3,False,False,False,7,4,1,True,0,False
d86bdf99a,,4312,697,35,True,False,False,50,18,1,True,0,False
d8b9e7f48,,226,49,5,True,False,False,12,3,1,False,9,False
d8b2d5732,,793,129,6,False,False,False,6,2,1,True,1,False
d89864556,,4341,820,40,True,False,False,163,19,1,True,3,False
d87dd6c16,,5312,959,48,True,False,False,131,16,1,True,7,False
d8c518d5e,,2435,376,24,True,False,False,68,8,1,True,0,False
d8c8d06fe,,2686,421,21,True,False,False,29,9,1,True,0,False
d8740b920,,3451,515,29,True,False,False,51,16,1,True,0,False
d8eaec7f6,,3530,564,34,True,False,False,83,19,1,True,0,False
d8aff5012,,1095,166,8,False,False,False,2,1,1,False,0,False
d885791a8,,5098,760,28,False,False,False,14,2,1,True,4,False
d8c77398c,,3521,545,23,True,False,False,51,15,1,True,0,False
d8e92afda,,196,26,6,False,False,False,2,2,1,False,0,False
d8deebdd0,,2345,390,19,True,False,False,38,14,1,True,0,False
d87397d04,,625,78,2,False,False,False,4,4,1,False,0,False
d8e98cc9e,,206,29,2,False,False,False,2,0,0,False,0,False
d89b9aaf4,,279,73,5,True,False,False,26,6,1,False,0,False
d863c233e,,4751,759,37,True,False,False,80,31,2,True,0,False
d896ad1f4,,2539,411,24,True,False,False,44,16,1,True,0,False
d813171b4,,1719,282,10,True,False,False,53,10,1,True,0,False
d89d5ba78,,607,80,5,False,False,False,0,0,0,False,0,False
d89bf252e,,133,20,1,False,False,False,0,0,0,False,0,False
d88c35992,,9999,1583,81,True,False,False,204,37,1,True,0,False
d86a21d10,,3346,675,35,True,False,False,212,7,1,True,0,False
d8711958c,,2285,332,13,False,False,False,8,3,1,False,0,False
d8c2c6d58,,2298,353,13,False,False,False,24,2,1,True,0,False
d8b0f8d9c,,4557,646,18,False,False,False,18,6,1,False,0,False
d8c170620,,3042,480,20,False,False,False,45,14,1,True,13,False
d8c3d34f8,,3157,459,21,False,False,False,31,12,1,True,0,False
d8dbcea9e,,2934,423,13,False,False,False,25,8,1,True,1,False
d8ca743f2,,1589,266,12,True,False,False,43,9,1,True,1,False
d8a27a590,,2747,469,24,True,False,False,87,26,1,True,6,False
d8f5d5bb8,,1511,257,13,True,False,False,54,8,1,True,0,False
d8ea04708,,1522,222,9,False,False,False,29,6,1,True,0,False
d81da98d4,,1379,213,9,False,False,False,8,3,1,True,1,False
d83c8ad0c,,2713,474,30,True,False,False,80,14,2,True,3,False
d88bf532e,,2143,344,21,True,False,False,31,6,1,True,0,False
d8b57cbe8,,852,135,6,False,False,False,10,3,1,True,0,False
d88e03ea4,,2900,470,20,False,False,False,23,5,1,True,5,False
d81a102ae,,3454,550,19,True,False,False,44,8,1,True,0,False
d8756703a,,1592,251,8,False,False,False,8,3,1,True,1,False
d88aec8ec,,2959,470,27,True,False,False,24,6,1,False,11,False
d812de4cc,,2995,447,17,False,False,False,7,3,1,False,1,True
d873b57aa,,3518,562,24,True,False,False,64,33,1,True,0,False
d815b510a,,6217,1060,56,True,False,False,351,13,1,True,0,True
d8f13f4d2,,1524,269,16,True,False,False,60,6,1,True,0,False
d8d1fd538,,2710,443,20,True,False,False,39,12,1,True,9,False
d8cf59818,,1710,308,21,True,False,False,78,8,1,True,8,False
d8889dea6,,3905,603,29,False,False,False,19,8,1,True,0,False
d8e305d26,,2700,415,14,False,False,False,27,18,1,True,1,False
d88ffb75c,,1760,294,11,False,False,False,39,17,1,True,0,False
d8b4da884,,10198,1663,80,True,False,False,104,18,1,True,15,False
d8a6beb74,,3383,571,38,True,False,False,157,6,1,True,2,False
d885d2ec4,,2946,471,29,True,False,False,81,25,1,True,0,False
d8f8f8336,,4011,685,40,True,False,False,89,28,1,True,0,False
d8ad9781a,,3476,640,27,True,False,False,91,19,1,True,17,False
d8809f9c0,,4183,661,32,True,False,False,62,17,1,True,14,False
d8ac40fd4,,2928,482,21,True,False,False,27,6,1,True,9,False
d8f548a56,,3786,560,18,False,False,False,11,4,1,True,0,False
d8876a0d4,,1573,255,18,True,False,False,43,13,1,True,3,False
d819d25ee,,1894,286,8,False,False,False,18,6,1,True,0,False
d8f0947da,,4192,793,40,True,False,False,158,26,1,True,32,False
d85fb44fe,,2202,378,18,True,False,False,10,5,1,False,0,False
d8afd3b1a,,1330,296,22,True,False,True,55,1,1,True,0,False
d81128272,,875,136,8,False,False,False,17,6,1,False,0,True
d88a71174,,5151,779,31,True,False,False,87,20,1,True,0,False
d887d2d8c,,1417,216,9,False,False,False,7,3,1,False,1,False
d8c692b08,,3885,638,35,True,False,False,85,6,1,True,23,False
d89028824,,3535,569,29,True,False,False,80,17,1,True,0,False
d8d783728,,3086,534,26,True,False,False,59,1,1,True,1,False
d81cd67f4,,3910,583,24,False,False,False,5,4,1,False,0,False
d88d78cc8,,5087,820,48,True,False,False,37,5,1,True,26,False
d873b58cc,,4109,641,24,True,False,False,37,11,1,True,4,False
d8ced76c4,,6074,969,33,True,False,False,147,31,1,True,15,False
d8cc34020,,3098,474,20,False,False,False,56,19,1,True,0,False
d8cd809c4,,2357,350,18,True,False,False,57,14,1,True,0,False
d85efc9bc,,1157,254,17,True,False,False,88,2,1,True,6,False
d8a840ea2,,1174,186,7,False,False,False,6,5,1,True,0,False
d8a44de76,,3146,465,18,False,False,False,48,20,1,True,6,False
d8c9cf672,,1779,237,11,False,False,False,0,0,0,False,0,False
d89854f20,,1521,253,17,True,False,False,48,12,1,True,3,False
d86afc2d0,,797,148,12,True,False,False,19,2,1,True,0,False
d8dc9ccf0,,1263,196,8,False,False,False,13,1,1,True,0,False
d8eeb9c30,,484,90,7,True,False,False,15,3,1,False,12,False
d86444744,,1751,301,15,True,False,False,26,4,1,True,0,False
d8f12569a,,1142,204,5,False,False,False,8,3,1,False,0,False
d8b044586,,1335,251,13,True,False,False,55,11,2,True,0,False
d8d7680ea,,2427,420,20,True,False,False,56,14,1,True,4,False
d87e0e6f2,,4555,769,34,True,False,False,138,23,1,True,0,False
d8afb07e6,,2116,307,9,False,False,False,20,10,1,True,0,False
d8b611734,,790,112,5,False,False,False,1,0,0,False,0,False
d8199c930,,2089,310,11,False,False,False,25,13,1,True,3,True
d85efc87c,,2352,355,12,True,False,False,20,7,1,True,1,False
d80ee27b0,,2180,414,23,True,False,False,88,11,1,True,7,True
d81818a3c,,2583,439,23,True,False,False,57,4,1,True,0,True
d888dafea,,2340,378,15,True,False,False,49,2,1,True,1,False
d8b3ef2b2,,11747,1876,83,True,False,False,162,31,1,True,3,False
d87a5cd88,,4776,741,30,False,False,False,59,30,2,True,0,False
d8a7b5e88,,1822,307,23,True,False,False,47,22,1,True,7,False
d8b2fbb8a,,822,108,5,False,False,False,6,2,1,True,0,False
d8a67f4e2,,5033,774,36,True,False,False,111,44,1,True,7,False
d897ab2e0,,1384,335,17,True,False,False,76,11,2,True,0,False
d8b8658e6,,1344,191,7,False,False,False,5,3,1,False,0,False
d812ed486,,281,42,3,False,False,False,2,0,0,False,0,True
d85f2a2b8,,4887,897,57,True,False,False,173,9,1,True,36,False
d8816fe40,,1850,318,13,True,False,False,24,5,1,True,0,False
d8c017ba2,,843,131,5,False,False,False,1,1,1,False,0,False
d8b7a8e1c,,4367,857,46,True,False,False,137,28,1,True,0,False
d8ea5b13e,,5169,817,41,True,False,False,132,12,1,True,29,False
d8c13b4ac,,5438,855,39,True,False,False,37,9,1,True,0,False
d8dcbeff8,,29,3,1,False,False,False,1,0,0,False,0,False
d87f0c270,,534,112,10,True,False,False,15,5,1,True,0,False
d8f4eda8e,,1476,229,9,False,False,False,16,10,1,True,0,False
d877630c8,,723,116,5,False,False,False,0,0,0,False,0,False
d8d04d526,,1644,250,9,False,False,False,5,1,1,True,0,False
d868870ea,,843,155,9,True,False,False,25,5,1,True,5,False
d87574cbc,,3090,502,21,True,False,False,136,19,1,True,1,False
d870f4994,,1650,273,16,True,False,False,23,2,1,True,0,False
d8eabdff0,,3304,550,29,True,False,False,120,39,1,True,12,False
d8ef60ba2,,495,96,6,True,False,False,18,5,1,True,0,False
d81b7d772,,6873,1053,44,True,False,False,24,5,1,True,0,False
d81b48964,,1754,294,14,True,False,False,73,11,1,True,0,False
d811283ee,,2877,463,16,False,False,False,23,15,1,False,0,True
d8b090760,,2871,450,24,True,False,False,67,6,1,True,3,False
d8cda675a,,5042,757,26,False,False,False,96,42,1,True,0,False
d8203ffd0,,4619,768,28,True,False,False,51,12,2,True,1,True
d891a87e4,,5599,928,40,True,False,False,108,39,1,True,42,False
d87144d0e,,1035,185,17,True,False,False,58,6,1,True,0,False
d8e447680,,1065,162,6,False,False,False,10,5,1,True,0,False
d82267b64,,4311,741,41,True,False,False,169,31,1,True,17,True
d8d27b488,,4280,970,50,True,False,False,172,8,1,True,0,False
d8c4e9680,,3515,551,22,True,False,False,51,25,1,True,6,False
d88a4a236,,1613,269,18,True,False,False,39,11,1,True,15,False
d8ac67fda,,7016,1052,40,True,False,False,70,15,2,True,10,False
d8cf2bd8c,,1297,210,12,True,False,False,24,7,1,True,0,False
d8cfa9c28,,2267,340,16,False,False,False,35,5,1,True,0,False
d8e73f1f8,,1002,171,12,True,False,False,8,2,1,False,0,False
d842dce6c,,1327,221,15,True,False,False,30,2,1,True,0,True
d8deebd62,,2364,395,22,True,False,False,59,14,1,True,0,False
d8acff86c,,444,67,2,False,False,False,0,0,0,False,0,False
d819d23c8,,1389,217,7,False,False,False,31,12,1,True,3,False
d865ee43c,,9308,1624,92,True,False,False,227,41,1,True,0,False
d8327a81c,,3912,602,22,False,False,False,71,25,2,True,6,True
d85f4a504,,1137,210,12,True,False,False,21,6,1,False,4,False
d8f43c3b0,,5995,969,46,True,False,False,77,13,1,True,0,False
d8d845eea,,1021,197,14,True,False,False,72,6,1,True,0,False
d8d5bdc90,,7748,1244,50,True,False,False,47,17,1,True,7,False
d8a4a4320,,810,148,10,True,False,False,28,6,1,True,0,False
d8bb01bb8,,7502,1256,72,True,False,False,166,31,1,True,10,False
d8852ca9c,,2125,399,27,True,False,False,105,3,1,True,0,False
d8ecca1ae,,3903,576,27,True,False,False,41,7,1,True,1,False
d8de39874,,1351,257,15,True,False,False,69,8,1,True,2,False
d8a39124e,,6455,1067,30,True,False,False,306,60,2,False,0,False
d8dc3a0fa,,1246,184,8,False,False,False,10,4,1,True,0,False
d8d66fa9e,,4096,646,39,True,False,False,45,13,1,False,0,False
d86760e00,,1840,370,25,True,False,False,74,7,1,True,10,False
d8f767bc0,,656,118,7,True,False,False,49,1,1,True,1,False
d8d1db1fe,,2985,490,25,True,False,False,97,19,1,True,12,False
d89a6ec20,,3290,506,17,False,False,False,15,2,1,True,0,False
d81cc5a1c,,1952,303,11,False,False,False,33,9,1,True,6,True
d8b5fc17c,,2696,448,18,True,False,False,58,24,1,True,2,False
d8cdc746e,,7537,1382,58,True,False,False,257,9,1,True,16,False
d8669055c,,1314,185,7,False,False,False,7,1,1,False,0,False
d8803866c,,677,134,13,True,False,False,29,4,1,True,2,False
d889d02d8,,970,163,2,False,False,False,15,7,1,True,0,False
d81decb70,,3643,601,32,True,False,False,101,28,1,True,0,True
d8d0fa55a,,3578,580,26,True,False,False,48,2,1,True,0,False
d8f43c248,,3812,608,27,True,False,False,57,16,1,True,0,False
d8646ec42,,3190,661,31,True,False,False,131,18,1,True,29,False
d8629a9ac,,2727,551,34,True,False,False,205,15,1,True,0,False
d8a5a3230,,2174,355,18,True,False,False,38,14,1,True,0,False
d8c23539e,,4538,707,20,True,False,False,47,9,1,True,0,False
d8d09a416,,440,67,5,False,False,False,4,0,0,False,0,False
d8b3b76b4,,3437,557,27,True,False,False,55,22,1,True,0,False
d896447d0,,3528,556,20,False,False,False,32,16,1,True,0,False
d8f32b0de,,2607,374,17,False,False,False,4,0,0,False,0,False
d8b7e81ca,,5648,936,43,True,False,False,93,4,1,True,0,False
d8c6f41fa,,7556,1188,49,True,False,False,78,16,1,True,0,False
d85f771b2,,7586,1229,58,True,False,False,187,30,1,True,10,False
d8292c544,,1465,227,8,True,False,False,21,7,1,True,0,True
d85f0aab2,,898,176,15,True,False,False,34,3,1,True,7,False
d8ab28d04,,2185,330,18,True,False,False,6,1,1,True,0,False
d8f6c9f06,,4096,692,29,True,False,False,74,31,2,True,4,False
d8ae05fea,,1398,216,8,False,False,False,24,11,1,True,5,False
d86444848,,1701,236,11,False,False,False,0,0,0,False,0,False
d884241fe,,1969,297,15,False,False,False,7,5,1,True,0,False
d82e92858,,2216,360,22,True,False,False,57,13,1,True,2,False
d87d041ee,,2823,471,24,True,False,False,42,15,1,True,0,False
d8dfb97c6,,3207,545,25,True,False,False,54,9,1,True,5,False
d8af42a3e,,5173,990,49,True,False,False,236,8,1,True,16,False
d8a894a34,,2023,313,15,True,False,False,37,12,1,True,0,False
d8775a48c,,4507,738,25,True,False,False,52,3,1,True,0,False
d8196f3f4,,5265,811,42,True,False,False,42,12,2,True,1,True
d8c54000c,,1458,271,18,True,False,False,60,7,1,True,0,False
d8ea045f0,,1610,223,11,False,False,False,21,2,1,True,0,False
d8776310e,,1118,188,14,True,False,False,20,6,1,False,0,False
d8a6a4026,,5436,831,34,False,False,False,71,30,1,True,2,False
d8865dae2,,2025,381,19,True,False,False,241,29,1,True,0,False
d85dae664,,2506,435,26,True,False,False,32,5,1,True,0,False
d8d0d521e,,2583,400,12,False,False,False,5,1,1,False,0,False
d87a5cc16,,244,42,2,False,False,False,2,1,1,False,0,False
d8b52db6a,,5257,906,49,True,False,False,170,25,1,True,2,False
d89fc2cbc,,3384,542,23,False,False,False,42,18,1,True,0,False
d8373b14e,,2005,364,16,True,False,False,85,28,1,True,0,True
d8a97f656,,1386,233,21,True,False,False,49,11,1,True,0,False
d8c40841e,,877,191,12,True,False,False,65,1,1,True,10,False
d8e29deb0,,1699,271,11,True,False,False,27,1,1,False,0,False
d8ad4c450,,896,172,13,True,False,False,31,6,1,True,6,False
d8c127722,,6518,1069,47,True,False,False,99,17,1,True,0,False
d8e7fb9ca,,1061,170,14,True,False,False,28,4,2,False,1,False
d8789c552,,8052,1359,62,True,False,False,220,41,1,True,4,False
d8c29a758,,1724,239,10,False,False,False,0,0,0,False,0,False
d8bfb34c2,,2591,495,22,True,False,False,89,4,1,True,0,False
d8ef7f8f4,,679,88,4,False,False,False,4,1,1,True,1,False
d8e4cbf8e,,3925,761,43,True,False,False,220,7,1,True,0,False
d88e57fb8,,431,86,9,True,False,False,19,2,1,True,0,False
d8dded44c,,2455,374,11,False,False,False,9,6,1,True,0,False
d8f34d47c,,5890,967,43,True,False,False,106,13,1,True,0,False
d8a355848,,2079,372,27,True,False,False,70,26,1,True,0,False
d8eaff554,,3177,468,23,False,False,False,41,22,1,False,0,False
d86b2243a,,3160,447,15,False,False,False,17,3,1,True,0,False
d8855e150,,989,157,7,False,False,False,5,2,1,True,0,False
d8e62557e,,4024,667,16,True,False,False,82,34,1,True,9,False
d897ab286,,350,66,7,True,False,False,12,2,1,True,0,False
d87228de2,,3729,576,22,True,False,False,52,15,1,True,6,False
d8c1c8c9e,,748,157,10,True,False,False,36,2,1,True,0,False
d827068f0,,9398,1687,95,True,False,False,389,36,1,True,46,True
d82200bbc,,2960,450,17,False,False,False,48,19,1,True,0,False
d8ac57554,,2173,346,17,True,False,False,55,13,1,True,0,False
d87f0c324,,365,78,7,True,False,False,21,3,1,False,6,False
d88dcb874,,1251,176,9,False,False,False,5,0,0,False,2,False
d8873b180,,3342,592,33,True,False,False,84,17,1,True,20,False
d829ed99c,,4232,822,50,True,False,False,261,7,2,True,0,True
d87821a96,,1141,177,8,True,False,False,12,4,1,True,2,False
d81e4fb4e,,6166,983,38,True,False,False,72,10,1,True,2,True
d8b41480a,,2809,426,14,False,False,False,44,20,1,True,1,False
d8f54886c,,5251,812,33,True,False,False,66,10,1,True,1,False
d8788d71e,,2345,408,20,True,False,False,60,15,2,True,1,False
d8e20241a,,2245,355,21,True,False,False,40,7,1,True,10,False
d8c08eae0,,5243,769,27,True,False,False,61,21,1,True,0,False
d8afbdd56,,1376,193,8,False,False,False,8,4,1,True,0,False
d89cb99f8,,959,143,2,False,False,False,12,4,1,True,0,False
d87ee56de,,3077,483,13,False,False,False,19,7,1,True,2,False
d88cba89a,,1651,298,22,True,False,False,74,3,1,True,0,False
d88e61c98,,2252,342,13,False,False,False,13,3,1,True,3,False
d86e8e04c,,1378,210,13,True,False,False,39,9,1,True,0,False
d861f425a,,633,125,16,True,False,False,14,1,1,True,0,False
d8b3ef14a,,4095,658,31,True,False,False,90,17,1,True,1,False
d8eed08d6,,1044,154,4,False,False,False,6,4,1,True,0,False
d899fdaf2,,997,149,8,False,False,False,12,5,1,False,3,False
d8b865a94,,2391,450,20,True,False,False,71,3,1,True,0,False
d89c3809c,,4010,756,35,True,False,False,159,13,1,True,11,False
d8779f852,,1396,214,8,False,False,False,26,6,1,True,0,False
d8b2d57b4,,736,128,10,True,False,False,21,3,1,True,12,False
d8f40b4f4,,1323,297,13,True,False,False,44,2,1,True,0,False
d87068a48,,1645,262,14,True,False,False,18,4,1,True,0,False
d8def81c0,,3872,628,28,True,False,False,32,4,1,True,0,False
d8dd215d6,,859,167,11,True,False,False,31,2,1,True,17,False
d8623ce38,,2556,471,31,True,False,False,100,3,1,False,4,False
d81b36264,,965,238,15,True,False,False,52,2,1,True,0,False
d86de5820,,1424,266,24,True,False,False,31,2,1,True,1,False
d87f3c42a,,606,99,4,False,False,False,17,4,1,True,1,False
d8a5e5b62,,4942,716,30,True,False,False,61,17,1,True,0,False
d8e350e52,,3946,600,37,False,False,False,43,28,1,True,0,False
d8616f6a4,,3021,473,27,True,False,False,34,14,1,True,0,False
